123-1CON	123-2CON	123-3NO0	123-4NO7	126-1CON	126-2CON	126-3NO0	126-4NO7	CONTROL7	CONTROLZ	NO_7_5	NO_ZERO
430.065	367.926	473.855	424.182	287.258	371.822	363.77	325.797	400.395	263.296	352.995	335.423
362.181	466.414	400.273	336.934	253.363	295.206	314.91	294.385	352.748	421.088	438.282	436.962
199.545	214.625	187.589	197.168	120.85	155.577	155.81	188.462	207.729	145.509	160.146	210.424
664.699	649.791	689.509	512.672	533.089	519.307	611.45	484.705	430.177	616.009	519.939	712.805
152.654	53.2759	156.469	77.0329	130.033	50.2273	112.454	116.433	70.8695	176.824	65.3755	171.174
524.051	467.439	396.961	423.561	359.993	471.629	437.007	438.617	503.525	511.532	393.202	501.032
422.258	557.54	460.998	411.522	340.361	437.065	325.512	319.924	462.324	435.567	506.46	423.135
2152.62	1260.84	1397.61	1233.82	998.658	1022.45	991.252	885.358	1248.17	1092.1	1443.86	1405.28
49.481	51.0135	50.7459	53.7322	12.2346	35.9556	29.3601	52.0456	43.0023	35.981	24.7753	38.5657
76.6411	58.5127	50.4792	53.2254	44.9264	49.646	59.914	65.8789	61.6879	40.701	76.1014	45.4028
288.851	228.858	186.511	250.812	114.339	164.79	134.521	160.884	210.903	137.699	143.809	143.811
233.15	171.488	244.276	230.217	225.695	173.335	187.318	176.59	261.428	230.395	178.684	257.848
365.433	332.354	379.412	295.794	318.814	542.933	407.67	371.188	234.623	180.586	537.895	181.241
520.224	852.586	890.138	770.846	697.708	698.845	659.2	658.461	807.293	804.688	821.925	986.031
159.595	289.552	285.414	209.015	212.254	260.149	239.382	230.389	292.504	287.619	275.728	318.222
2679.31	1844.7	2019.16	1586.42	1205.92	1119.7	1406.45	1052.26	1332.86	1027.8	1571.77	1590.18
830.906	617.361	736.412	719.943	682.724	599.885	649.068	586.379	803.105	689.336	1028.71	837.495
226.097	262.492	249.64	235.517	110.805	238.358	221.205	236.669	202.198	204.114	205.616	196.893
218.415	237.142	220.905	224.456	182.787	278.328	256.267	230.331	234.659	154.861	179.981	183.505
70.7016	39.108	45.0049	61.9511	14.2048	39.3438	61.9399	66.3015	47.6871	25.4434	109.97	26.9217
740.357	582.711	578.848	570.927	651.635	673.771	674.232	600.543	578.736	374.159	643.903	523.48
691.385	595.099	604.886	782.132	855.049	827.969	816.661	853.829	572.154	671.553	617.975	645.369
353.761	337.507	432.798	341.244	343.086	348.592	444.341	332.966	297.318	370.16	294.139	375.272
114.44	106.173	91.8441	129.327	70.9384	121.242	89.3935	85.7408	172.604	279.673	104.306	186.45
1065.06	1389.24	1425.46	1525.53	2046.56	1982.35	2106.49	1442.95	1042.61	1088.97	1103.84	806.305
417.239	288.982	527.445	433.346	322.258	273.197	409.751	396.923	277.89	579.641	331.782	516.469
560.757	468.142	705.809	513.158	366.344	387.135	468.585	422.23	396.107	556.055	439.496	500.33
1295.87	637.148	1051.73	787.806	1100.5	574.878	1274.42	539.321	149.727	404.443	225.794	257.535
656.336	396.257	585.479	506.4	425.881	349.889	520.996	397.1	465.199	383.617	515.411	441.155
1804.85	1157.06	1561.04	1591.13	1352.39	1219.14	1309.88	1054.37	1919.51	2168.75	2342.51	2301.07
440.858	696.196	645.432	538.644	574.625	540.713	556.423	435.264	931.985	1028.12	979.849	1042.73
1070.52	970.513	1097.24	729.274	1207.76	936.946	1067.05	683.935	747.527	866.467	745.916	888.237
1587.41	998.387	1308	1169.09	889.684	860.969	1064.82	1071.45	871.432	1019.4	1232.74	1182.97
597.279	628.283	619.649	501.828	782.836	623.754	810.395	653.331	398.811	476.276	486.952	523.286
489.531	567.497	428.092	462.111	392.094	528.727	402.471	473.898	670.715	515.575	526.127	550.172
157.721	172.894	155.273	147.775	75.5598	144.689	111.6	196.25	197.69	148.878	72.9731	135.591
53.6838	70.5922	76.9605	48.8412	92.4412	41.6496	109.266	96.1964	62.2451	50.392	45.318	34.7671
647.891	474.535	567.007	587.653	584.57	489.594	519.39	559.571	604.254	677.498	707.965	621.974
610.741	496.917	525.791	543.402	578.599	522.023	491.712	488.512	553.09	524.577	783.081	639.679
580.505	400.075	644.289	501.204	450.523	400.94	599.309	479.877	382.701	564.128	539	687.233
805.051	923.712	995.707	986.45	705.167	655.907	788.925	606.602	1219.11	966.791	1589.4	964.375
806.469	892.687	1022.51	749.501	859.524	754.871	860.557	612.494	868.512	866.765	966.912	1101.93
810.693	670.025	680.557	725.579	631.114	630.605	679.355	580.624	792.855	600.061	1178.1	746.401
218.883	220.959	231.829	199.108	151.732	172.335	191.753	185.744	219.947	175.691	129.393	194.152
157.558	153.037	182.674	146.218	149.704	189.629	178.513	130.067	175.598	163.578	107.926	147.831
386.641	372.797	356.455	326.083	445.516	337.368	444.484	334.47	262.157	294.624	270.175	328.063
483.112	702.906	608.434	583.834	555.54	723.939	564.431	581.05	630.3	559.651	531.924	594.873
398.932	390.497	353.515	445.409	231.901	384.8	259.927	230.301	519.957	474.596	571.572	422.96
335.839	309.118	212.321	277.008	261.491	230.83	215.447	260.095	223.177	187.062	435.84	181.19
289.866	293.452	320.619	320.966	228.878	194.149	219.231	175.354	294.117	358.728	419.01	344.567
184.355	272.202	292.846	237.036	137.459	136.64	208.752	199.164	221.993	210.373	138.574	176.437
938.637	1281.26	1499.64	1541.84	837.542	781.375	1514.77	1449.93	558.361	766.008	821.573	1170.16
184.418	298.629	353.988	260.288	218.756	288.564	291.529	225.573	257.413	158.036	233.078	265.374
3612.69	2859.85	3470.98	2754.95	2033.29	2229.25	2404.5	1865.8	2830.45	2654.76	2937.76	3370.68
226.924	300.688	408.435	364.889	144.769	242.751	216.533	267.007	456.622	432.663	296.579	440.64
406.82	421.892	392.948	344.159	219.845	312.585	416.078	396.139	356.504	268.88	313.003	258.279
877.406	767.822	882.424	595.397	789.311	699.511	1043.09	715.613	799.299	759.427	1052.12	948.081
1882.53	1421.76	1591.65	1530.28	1478.35	1450.32	1702.73	1333.99	1208.41	1319.46	2044.21	1660.62
8.59949	0.0711245	19.8497	6.04675	3.21137	3.8243	14.1655	19.7538	8.62133	19.1632	-10.7502	22.7118
550.186	639.639	579.02	782.855	423.709	750.993	493.238	407.42	867.189	662.875	759.51	740.564
2799.68	3599.38	3482.3	3169.22	2213.61	2662.66	2367.25	2139.85	3930.07	3566.91	3880.33	3695.05
32.0152	28.5055	18.5251	20.101	29.7357	11.7794	24.8599	29.3113	38.9581	26.8496	45.6828	19.3413
1149.3	1060.28	1221.42	1016.39	791.784	803.567	715.865	734.18	863.503	653.772	954.507	788.134
2756.62	3289.58	2992.5	2844.47	2617.17	2902.4	2402.19	1985.2	3121.3	3128.3	3387.47	2928.15
26.0057	21.9675	11.2186	25.2601	34.4763	25.6251	48.8928	99.89	22.2517	43.241	34.0061	17.7751
855.915	772.232	956.244	1185.88	194.052	883.949	1053.62	581.162	1504.37	979.29	1545.07	1507.98
1341.72	726.419	1154.06	975.361	888.296	764.765	1209.89	958.711	770.65	984.803	1010.37	1388.17
354.054	686.029	561.436	413.771	160.524	358.214	274.939	216.229	416.672	312.64	168.556	408.528
212.539	185.411	172.377	172.203	158.48	159.104	184.103	167.314	184.478	191.776	106.896	172.467
887.753	619.552	760.053	581.74	568.681	469.484	522.742	500.201	512.07	409.046	541.348	669.113
592.515	439.941	662.191	463.219	551.152	384.192	582.118	435.585	296.695	635.084	317.061	657.597
103.475	113.587	152.831	128.334	226.227	148.097	246.939	153.99	12.4305	53.0929	10.8489	26.0349
248.646	275.781	261.362	295.94	241.583	325.179	314.076	336.571	303.585	270.506	238.31	308.105
242.79	149.62	239.017	194.18	175.828	124.992	237.869	172.919	89.4814	272.548	211.717	272.912
173.115	129.344	220.607	162.105	121.397	135.362	134.946	131.079	145.469	220.211	136.435	168.648
133.353	82.8532	159.949	89.0195	113.13	87.0452	140.583	102.804	85.3794	139.862	57.7825	149.783
661.117	424.807	522.454	491.286	578.394	368.45	599.653	442.257	469.584	408.469	574.894	508.185
1102.07	918.097	984.036	958.843	1082.31	1011.19	984.307	883.477	856.817	908.785	1015.61	921.779
2094.88	3208.42	3033.8	2268.02	2041.47	2340.17	2452.93	2041.07	2252.64	1612.57	2074.37	1906.97
51.3386	72.6663	50.9852	44.9688	47.4045	60.1292	28.9556	44.6571	53.5822	60.1288	36.6914	72.8914
66.4662	57.4046	85.3993	87.973	83.4167	94.379	77.8124	80.6467	108.604	116.367	54.2589	91.6198
39.7783	36.9548	46.7452	40.9808	13.0526	51.0971	49.3363	40.7734	23.3734	50.1445	15.5263	52.9027
792.135	495.252	592.109	499.816	476.028	490.755	633.626	541.733	340.886	587.33	427.378	423.885
24.8654	35.8245	30.7432	46.0792	31.6175	58.114	42.237	71.3069	46.2708	56.2782	8.91285	47.3464
47.4327	49.0223	48.0047	49.6172	36.667	36.5635	54.9123	52.5712	38.8337	52.861	16.6672	42.2402
279.14	368.921	367.765	345.366	241.305	372.053	334.022	408.638	365.923	278.151	227.37	287.394
149.972	122.398	125.626	86.41	136.284	163.749	192.34	153.237	98.3895	77.3629	52.5006	62.2474
112.136	111.91	130.603	88.7313	57.8065	91.5166	90.9355	113.952	79.9324	122.867	21.4458	86.5713
187.293	169.043	211.117	135.03	109.121	125.824	178.281	145.896	165.814	170.908	110.901	167.795
255.209	215.884	217.83	213.702	195.122	241.545	223.787	298.847	223.944	189.251	136.204	213.773
897.146	293.216	502.416	401.877	315.381	235.155	329.102	339.197	419.415	950.372	393.876	673.199
91.313	81.2599	97.6968	82.8328	42.7026	94.1776	73.9905	67.0554	87.9104	73.219	18.3438	97.3274
325.31	258.919	303.338	287.472	313.612	229.052	301.57	240.894	295.742	208.649	349.044	326.015
231.402	290.757	284.213	190.958	205.564	241.001	246.934	252.416	183.398	164.314	204.703	153.911
297.176	213.098	267.066	236.965	212.65	144.596	196.042	176.429	138.447	249.092	88.4431	165.836
193.146	174.187	172.332	158.672	189.358	151.137	215.001	145.619	138.922	127.958	141.427	154.572
203.338	214.974	234.141	188.063	223.317	224.012	205.863	199.146	216.933	183.764	132.234	189.471
267.23	419.836	346.008	250.965	280.892	359.168	303.439	209.191	192.268	195.61	73.941	163.396
121.979	87.1306	127.322	100.204	146.776	102.307	139.39	103.528	79.9737	128.911	95.6814	105.272
174.215	181.731	215.258	164.348	131.604	168.618	171.241	246.728	205.009	210.552	199.07	219.619
112.101	75.0256	79.4566	75.7717	51.9294	58.4644	79.8679	75.0013	79.8991	75.877	29.8068	51.2389
322.599	339.713	255.014	402.747	168.467	323.889	245.021	371.94	524.167	511.912	289.1	417.121
324.817	324.828	293.434	329.361	204.523	298.543	245.798	313.19	404.407	388.652	263.585	340.637
132.353	150.089	138.407	149.039	101.345	118.727	131.381	144.533	116.539	141.546	101.179	135.131
292.494	348.908	269.778	286.676	179.432	264.449	260.539	270.356	304.74	275.028	252.346	312.99
199.966	225.513	296.626	279.644	52.0565	55.0903	125.123	207.488	83.9186	202.111	105.393	192.878
273.663	197.448	187.938	304.269	95.0097	189.475	117.55	214.783	391.49	450.572	202.431	295.314
582.12	641.934	667.552	642.526	626.298	693.658	691.805	768.542	561.405	620.705	654.331	596.235
59.4574	89.0966	65.4348	61.9927	42.1317	62.1776	40.3821	81.8821	89.1336	48.7394	58.4338	75.4291
198.197	198.02	218.953	254.273	237.031	179.736	255.704	214.564	245.274	278.651	214.227	287.288
461.004	414.719	499.049	440.146	425.518	419.603	427.532	357.289	462.887	530.274	541.359	546.987
89.9668	109.361	130.161	117.043	40.2957	66.8927	70.201	108.367	84.8904	107.698	47.9128	102.334
1680.4	1214.81	1560.98	1481.09	1181.27	1035.61	1302.58	1026.9	1856.03	1488.73	1869.35	1725.79
2048.67	1777	1754.74	1533.6	954.883	855.335	1181.01	724.231	1475.53	1400.31	1431.85	2043.94
558.634	445.157	472.783	523.322	281.209	352.208	486.893	441.712	502.664	413.676	582.358	520.586
800.656	438.121	624.531	522.825	445.973	437.866	534.591	495.259	563.583	472.005	658.832	635.681
666.493	623.782	543.264	577.474	668.122	533.345	528.074	475.648	587.612	558.2	937.883	673.501
1111.14	635.997	695.358	704.091	742.253	549.128	757.171	699.842	694.631	521.405	993.437	660.871
1010.06	587.483	644.397	670.25	892.095	626.896	831.758	806.54	650.377	553.07	596.669	574.973
731.607	512.041	618.189	526.796	729.795	564.885	709.292	649.498	503.284	567.721	611.219	620.572
238.623	268.69	231.596	236.03	248.061	310.788	221.215	234.672	443.338	405.921	381.37	386.091
729.819	792.519	703.661	731.221	637.178	661.506	649.892	692.287	846.106	769.024	862.368	797.86
1085.42	848.779	969.071	897.323	1009.76	835.911	994.615	859.974	909.175	873.304	1352.68	1052.7
861.254	870.517	803.222	865.834	661.326	800.199	764.582	669.52	1116.89	899.653	1219.76	915.112
281.592	254.846	234.171	181.116	303.595	277.247	265.037	223.601	300.919	210.251	300.979	250.264
92.4999	30.4478	153.875	36.1949	102.709	36.4774	124.82	41.7458	9.16444	135.457	-2.57165	105.885
106.237	83.4653	79.7217	71.571	102.506	61.2456	93.1736	104.554	91.8321	81.789	93.465	83.4598
326.694	339.855	310.093	309.043	380.911	223.589	300.151	370.726	430.124	272.832	271.945	260.398
306.183	418.231	312.542	287.508	318.801	363.462	375.491	386.046	333.415	305.724	225.222	289.203
617.353	486.672	486.689	667.669	426.4	537.974	475.926	622.827	580.823	370.116	681.9	415.542
25.9828	26.1667	37.5161	24.3346	16.9958	28.6325	36.5299	30.7505	34.0328	37.4812	16.1087	25.555
162.062	203.504	164.177	196.719	138.175	148.28	146.178	187.941	146.996	160.571	191.98	198.311
227.533	237.877	261.716	232.394	242.543	227.781	257.832	239.93	229.766	179.932	225.854	220.26
108.869	121.787	149.574	136.262	37.9811	77.3503	70.8871	69.2568	109.346	94.0906	78.0529	97.2675
147.514	126.344	157.512	135.401	95.6757	108.716	154.398	134.404	111.89	126.443	34.2528	123.046
105.4	149.471	161.444	110.329	60.3841	104.879	145.114	135.974	60.4906	97.8784	54.4259	84.1147
59.1525	67.2504	61.799	65.2	125.384	61.9503	64.3999	63.477	40.2317	48.0406	175.625	48.3672
926.553	645.132	907.573	894.426	914.024	786.832	864.072	712.791	836.388	688.695	1357.59	928.217
363.916	369.922	571.336	352.151	332.718	318.298	411.658	236.294	324.43	392.366	456.887	516.287
999.853	1475.41	1395.65	1753.96	1439.04	1931.77	1373.78	1511.77	2152.6	1629.47	2022.96	1629.11
310.641	352.746	324.255	256.583	287.377	293.224	284.483	251.704	320.922	240.101	383.305	299.058
355.908	385.476	419.47	621.03	466.152	563.745	471.469	455.384	670.342	555.072	708.098	569.396
1093.88	747.499	827.969	828.22	402.795	491.652	552.529	526.633	734.891	589.133	833.692	614.202
1317.82	616.438	757.588	900.795	822.477	704.686	730.232	703.695	842.661	746.999	1240.12	757.172
526.409	438.738	540.257	397.783	536.65	448.686	587.364	467.043	442.342	465.978	584.152	525.954
25.539	20.8283	0.239541	18.9471	7.7511	42.4641	26.2121	11.7561	11.682	21.9934	2.68412	23.1025
647.49	446.052	518.788	460.268	683.554	605.119	658.07	585.084	400.745	454.04	903.728	483.404
123.318	112.322	105.171	106.859	72.2701	122.722	92.663	102.158	98.0864	87.8364	70.6781	85.5514
392.898	497.02	415.832	426.529	372.609	416.475	249.681	388.541	356.765	284.803	378.236	236.655
178.975	166.958	222.25	165.402	111.977	114.315	162.64	117.786	144.706	156.418	54.2681	171.019
405.888	287.963	446.966	365.779	276.039	269.116	317.029	245.693	342.235	407.684	422.1	449.419
2119.91	2315.07	2199.66	2132.61	2372.7	2298.12	2158.57	2141.99	1597.67	1985.47	1493.66	1609.92
794.042	884.231	902.72	781.241	988.607	820.846	887.517	835.012	925.754	1028.69	918.153	1100.51
71.109	31.7468	105.879	47.8023	30.1444	36.0081	63.1421	85.1293	46.8307	135.991	14.2391	110.627
739.876	492.877	590.926	541.604	828.913	591.497	595.725	525.208	392.213	324.055	1524.02	472.682
162.564	199.167	175.997	153.104	187.308	131.667	171.568	184.146	187.514	155.944	91.8766	158.259
1017.82	834.172	846.291	790.162	637.988	705.903	677.009	473.499	753.525	486.897	737.223	613.549
374.492	200.862	356.99	284.178	324.22	236.322	362.908	301.487	201.676	421.829	182.13	404.428
898.185	800.846	1152.28	869.582	1431.77	892.925	1493.14	1153.93	601.654	907.574	506.72	942.12
216.305	169.14	293.712	199.054	253.811	203.762	267.343	284.032	159.095	330.737	180.197	241.878
140.372	229.355	171.617	168.076	163.516	207.069	178.419	143.68	233.73	205.364	92.5803	217.576
378.148	225.88	261.685	298.206	329.098	231.103	294.529	252.319	189.876	190.981	174.652	188.7
166.976	118.844	169.438	105.316	120.631	103.171	111.297	91.4713	59.9778	105.869	71.4797	128.505
1084.94	437.306	1168.82	515.124	1063.47	444.974	1184.88	540.829	461.797	1901.89	559.257	1746.58
515.401	768.221	929.632	598.819	870.817	984.82	1083.98	894.736	960.013	1125.94	917.882	1021.78
216.046	161.58	171.438	147.235	340.811	173.362	329.623	212.989	136.273	177.549	189.128	162.031
331.819	180.985	243.855	170.603	398.51	266.881	418.507	212.103	97.6018	129.818	125.1	133.06
131.211	164.313	142.165	158.933	77.1952	133.093	112.834	120.425	191.125	185.242	87.7518	192.658
20.4643	44.2099	54.5168	54.4383	17.8809	32.5592	41.7037	36.7514	20.5856	18.7474	9.34132	22.6848
341.483	220.317	257.604	227.106	53.7594	111.969	59.162	171.298	264.125	104.588	294.801	191.961
507.618	539.077	460.861	397.393	348.496	401.068	435.635	455.691	422.369	368.348	297.173	308.212
449.131	365.653	357.434	404.748	376.172	397.141	399.762	471.663	363.66	242.548	497.072	271.412
1811.62	936.718	1157.01	1473.46	754.267	743.486	871.933	766.652	1355.07	1168.06	1453.33	1119.21
134.101	53.2903	138.95	132.877	75.69	59.2256	68.292	127.251	85.4534	286.364	88.8131	210.192
605.209	899.897	752.209	1196.13	817.756	943.056	812.594	909.885	1129.8	893.133	952.353	785.807
164.16	97.2271	111.631	98.8508	110.027	62.5291	115.262	117.57	102.945	70.469	58.0636	97.2666
931.529	789.098	822.909	817.476	487.425	649.702	602.707	605.474	910.169	987.44	814.325	886.035
5607.45	6385.63	6232.77	4958.18	4546.88	4157.02	5711.04	4621.27	4208.21	4749.94	4723.54	3845.2
96.4036	63.614	102.373	62.2003	113.748	62.1465	141.916	82.2976	69.5058	118.586	35.7	111.724
563.144	442.248	486.343	500.834	369.78	348.912	524.33	320.438	435.514	459.975	318.421	495.173
137.463	90.4976	162.246	86.0444	111.742	68.6364	124.996	110.484	79.5178	119.238	136.85	156.71
169.841	144.548	148.322	136.064	133.264	137.447	162.528	130.921	128.559	132.662	128.308	122.825
122.318	115.864	81.1758	68.8685	115.288	96.5768	96.3727	83.2865	122.443	84.0359	173.678	97.3038
107.365	116.531	130.08	116.118	66.9589	93.3067	108.611	105.152	109.36	101.674	64.235	98.5595
89.2525	99.6574	85.7631	93.8494	59.778	115.653	105.49	101.478	117.284	20.5848	55.3446	122.664
990.231	975.644	1054.95	1141.91	1286.74	1046.33	1051.79	823.082	1211.41	1160.74	1259.76	1320.7
918.602	478.8	853.039	580.629	746.978	494.652	790.313	783.663	482.968	776.554	566.761	804.941
571.551	338.186	395.974	408.148	260.244	328.24	280.325	268.18	365.047	463.805	511.525	394.878
227.456	204.277	214.134	222.719	166.574	196.837	198.529	131.384	167.285	118.526	210.867	190.624
918.048	789.119	895.62	831.642	757.461	591.028	719.272	630.296	1044.11	792.469	1317.67	1072.51
133.017	118.877	105.343	134.307	65.7851	107.333	105.571	118.986	151.666	141.957	40.2061	118.892
501.555	490.584	493.478	512.981	501.827	589.503	566.721	492.919	768.939	727.185	781.792	743.793
1731.76	1120.93	1453.23	1249.53	1035.57	949.055	1166.21	927.939	867.831	675.424	897.26	947.45
161.651	145.245	162.097	150.016	114.666	133.807	134.85	179.242	108.971	158.09	86.8819	135.571
55.5137	49.2429	48.48	40.2435	48.8617	33.1698	43.4482	45.1119	49.7142	54.9705	55.8957	53.0452
56.9569	52.0416	65.1468	51.4834	57.2014	54.9068	29.5435	52.1223	55.2754	80.515	34.6255	75.531
88.6713	69.2387	73.2403	68.5117	83.8422	76.6643	118.189	108.621	73.8984	84.8326	109.52	67.1914
401.104	414.43	399.998	330.964	413.116	479.775	562.83	505.208	351.232	277.376	225.819	299.038
232.976	338.109	273.103	321.712	207.483	270.519	216.181	277.031	358.306	393.529	219.583	348.01
127.772	100.61	105.509	147.842	76.8394	71.034	95.1649	95.7794	187.794	128.718	113.851	136.204
595.839	684.346	587.033	646.189	495.892	736.169	686.262	675.273	723.575	628.953	633.294	673.379
175.656	196.003	206.238	193.44	165.971	159.139	182.628	197.686	237.337	223.818	253.482	258.284
188.437	191.155	185.402	164.373	135.443	213.087	158.119	165.64	129.891	168.877	76.4757	149.577
591.44	312.36	558.734	495.491	409.012	353.861	500.908	475.267	391.574	490.533	359.499	552.919
671.909	525.569	570.059	497.168	541.771	434.127	575.443	469.786	431.435	459.635	413.908	476.539
569.999	303.445	548.078	351.246	536.473	264.244	591.202	408.277	262.539	468.306	237.313	460.839
413.102	313.589	350.614	348.167	502.832	337.274	453.913	366.546	326.05	373.743	451.574	429.483
682.788	744.687	988.329	697.384	555.057	523.414	662.88	603.685	824.738	764.991	901.444	764.27
766.917	1007.06	831.38	1000.07	927.043	1147.33	942.732	1022.12	1154.99	889.742	1250.39	1010.52
51.7066	30.8306	66.5815	44.1485	60.2878	26.6915	45.2362	30.6233	20.5134	92.7812	10.5534	81.775
973.014	780.16	832.422	792.547	712.46	676.657	726.985	570.655	787.742	632.69	1030	735.523
332.123	369.678	452.245	457.965	327.099	315.227	379.323	389.545	433.792	457.064	466.207	460.628
1334.59	1020.12	1339.39	977.23	1016.77	800.918	1063.75	782.135	823.346	1114.31	1191.94	1163.8
136.349	124.659	142.31	123.863	188.846	128.354	159.595	142.819	124.024	173.652	193.03	146.088
188.649	74.6972	179.788	147.283	119.614	73.9147	112.661	93.8881	58.1493	130.978	38.403	134.617
346.744	200.851	341.445	230.469	253.515	166.475	283.88	195.476	171.827	292.31	228.121	315.625
169.35	110.121	157.755	135.833	181.178	76.2262	229.105	181.968	112.394	210.729	88.4653	192.506
2426.91	1832.17	1873.45	2039.83	1270.35	1653.96	1494.76	1659.38	2072.65	2143.29	1953.07	1603.87
889.778	476.055	1055.61	725.802	909.172	441.179	956.906	630.522	386.481	913.341	517.555	944.172
933.847	904.593	1058.13	869.419	806.185	816.949	898.236	678.275	765.54	1297.77	1122.82	1252.21
107.673	80.4615	125.707	118.793	79.7104	54.8457	114.578	118.933	58.4453	168.44	23.3679	114.035
120.453	119.871	124.066	142.969	88.0041	96.163	79.6042	138.99	147.183	153.187	101.82	144.856
1074.19	880.631	1205.52	996.288	1029.83	847.887	1084.14	880.369	847.562	759.871	1105.93	1025.55
365.856	299.499	336.713	579.471	421.013	542.993	399.335	682.754	849.892	733.226	698.055	602.844
1350.21	1175.14	1271.27	1244.58	1161.17	959.722	1151.08	968.914	844.933	848.699	1170.22	1043.1
529.961	674.918	702.565	700.741	586.349	766.444	603.372	823.761	964.279	876.939	905.906	867.874
119.227	142.762	128.803	141.351	110.97	103.119	95.8645	120.983	178.553	104.66	121.089	110.684
306.526	148.21	308.357	224.594	303.136	215.45	352.411	254.317	102.206	289.425	116.239	263.478
477.473	488.117	554.332	585.634	506.665	506.715	535.32	425.926	644.272	678.656	748.835	709.662
444.034	258.171	544.221	481.371	556.329	227.806	667.42	701.595	172.293	410.966	250.1	463.784
